datetime,subcatchment_S65_Bifenthrin,subcatchment_S69_Bifenthrin,subcatchment_S72_Bifenthrin,subcatchment_S73_Bifenthrin,subcatchment_S80_Bifenthrin,subcatchment_S81_Bifenthrin,subcatchment_S83_Bifenthrin,subcatchment_S88_Bifenthrin,subcatchment_S90_Bifenthrin,subcatchment_S100_Bifenthrin,subcatchment_S104_Bifenthrin,subcatchment_S105_Bifenthrin,subcatchment_S106_Bifenthrin,subcatchment_S107_Bifenthrin,subcatchment_S109_Bifenthrin,subcatchment_S110_Bifenthrin,subcatchment_S111_Bifenthrin,subcatchment_S112_Bifenthrin,subcatchment_S113_Bifenthrin,bif_sum,date,year,month,day
2011-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-16,2011,1,16
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-17,2011,1,17
2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-18,2011,1,18
2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-19,2011,1,19
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-20,2011,1,20
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-21,2011,1,21
2011-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-22,2011,1,22
2011-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-23,2011,1,23
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-24,2011,1,24
2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-25,2011,1,25
2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-26,2011,1,26
2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-27,2011,1,27
2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-28,2011,1,28
2011-01-29,0.0,0.0,0.0,0.45797335073855905,0.0,0.42946442315608846,0.0,0.0,0.719505904813836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45835684280055106,0.0,0.0,2.0653005215090348,2011-01-29,2011,1,29
2011-01-30,0.0,15.964800082138625,65.40106370959218,15.438429742828948,39.590048400244335,12.100409508727934,59.13518230046891,36.76479095817418,23.067469037917004,20.570989355958904,132.37676046146535,49.1827361400069,51.83725691366298,53.19952628826516,39.82115142006726,52.30094208221513,13.375888862581643,34.96516863148867,37.298079078492265,752.3906929742964,2011-01-30,2011,1,30
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-31,2011,1,31
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-01,2011,2,1
2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-02,2011,2,2
2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-03,2011,2,3
2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-04,2011,2,4
2011-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-05,2011,2,5
2011-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-06,2011,2,6
2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-07,2011,2,7
2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-08,2011,2,8
2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-09,2011,2,9
2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-10,2011,2,10
2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-11,2011,2,11
2011-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-12,2011,2,12
2011-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-13,2011,2,13
2011-02-14,0.0,0.0,0.0,0.0,0.0,2.416098757552261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68012466595439,0.0,0.0,5.09622342350665,2011-02-14,2011,2,14
2011-02-15,0.0,0.0,0.0,0.0,0.0,0.35048328078178426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3711358979889175,0.0,0.0,0.7216191787707018,2011-02-15,2011,2,15
2011-02-16,0.0,45.883593717906635,11.577460612698122,80.53917380242288,183.56123488267767,2.4103179943726842,262.9706785360536,164.9944131395073,110.7553849140401,96.21258480967714,17.1937868754924,205.98408125690773,216.499354277626,5.661097350687703,177.45940061637265,249.3409360448674,3.038991168230076,165.820523340988,178.0802474526938,2177.983260793222,2011-02-16,2011,2,16
2011-02-17,0.0,0.0010377844410676459,2.3165367947455576e-07,8.628260988700734e-05,1.3932041034039703e-05,3.699198344406971e-06,2.2753750984646094e-07,1.4840584246989028e-07,0.0002758962687520082,0.000359345488799764,1.7805308027796126e-07,1.1087082221509063e-07,2.2499256931532591e-07,0.0019647680366306573,2.860593930120279e-07,2.3504642895749098e-07,1.7228892112593507e-06,1.2378166346986648e-06,5.174653164325374e-07,0.003746828875003489,2011-02-17,2011,2,17
2011-02-18,0.0,4.070683024684507e-10,4.685167337988855e-17,1.817637316324787e-13,5.046549545884887e-15,1.0201762374760809e-14,5.761480680971042e-18,2.804239812286554e-17,1.7791829181696467e-12,5.5687342907081666e-12,6.96922327348164e-18,2.2705256109942068e-18,5.188907743998377e-18,8.184922452839165e-10,5.75896749217124e-17,4.566294209177157e-17,3.182802844137095e-15,3.051804579250514e-16,1.1834461116505013e-16,1.233109281669537e-09,2011-02-18,2011,2,18
2011-02-19,0.0,4.250055828357783e-15,1.919970433012063e-24,1.8655082911244993e-19,1.6929416389344258e-21,4.431105376746988e-21,6.816699499309151e-26,1.1166284991359407e-24,2.6047532486125326e-18,1.1258131588807467e-17,9.482548932642843e-26,1.7428912501282158e-26,5.616609978174698e-26,7.29836692432368e-15,3.349773766668548e-24,2.0777747772964785e-24,7.015365200289881e-22,3.276464300287904e-23,9.025071233142038e-24,1.1562479064421979e-14,2011-02-19,2011,2,19
2011-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-20,2011,2,20
2011-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-21,2011,2,21
2011-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-22,2011,2,22
2011-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-23,2011,2,23
2011-02-24,0.0,1.262825770988413,5.51495029078695,1.7508029340854205,3.9783357457209907,14.155922944815526,5.674494347179169,4.113796973853543,2.536205513540086,2.174868086795594,8.806118042687313,5.183185131905691,5.110586246276122,3.1830225897839344,4.201237397615187,5.318115997810844,17.80950482770544,3.7413202269730683,4.232270149485473,98.74756321800878,2011-02-24,2011,2,24
2011-02-25,0.0,0.007957810838704187,0.010862220645549977,0.005806110239195268,0.01025012776692463,0.004034091746997124,0.009946768076582973,0.007880984274915891,0.009638815596251652,0.008634671540050416,0.017411626139038044,0.008645768966691099,0.008798596814092804,0.016924398088660912,0.008342297575568874,0.010342921523746025,0.004515352823826342,0.008150821565897385,0.008740189523385525,0.16688357374607915,2011-02-25,2011,2,25
2011-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-26,2011,2,26
2011-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-27,2011,2,27
2011-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-28,2011,2,28
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-01,2011,3,1
2011-03-02,0.0,0.0,0.0,0.0,0.0,0.19995073918450001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258113626466075,0.0,0.0,0.4257621018311075,2011-03-02,2011,3,2
2011-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-03,2011,3,3
2011-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-04,2011,3,4
2011-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-05,2011,3,5
2011-03-06,0.0,1.384626530449132,6.567681000870694,1.8447606369534233,4.643472400687925,1.9588727466831264,25.388461958748948,17.16209557533137,2.933760871917313,2.576852588764339,11.03418604196445,20.203127058946347,21.282152367553014,3.454729734546573,18.904113816006383,4.984554863239433,2.7971165707964984,18.233714864662897,20.371971314224734,185.7262509423466,2011-03-06,2011,3,6
2011-03-07,0.0,1.0737150234825573e-07,7.790360149725745e-10,1.8478646085936537e-09,1.1853718780630773e-09,1.872129862149597e-10,3.8927249676841536e-10,3.4502509079726794e-10,7.389112547456756e-09,1.0310356641762449e-08,1.096277261738481e-09,2.6288218644318505e-10,3.103384747935897e-10,2.879922438197696e-07,4.1232435184730867e-10,5.906875570403135e-10,1.2401390681378968e-10,5.242463204991228e-10,5.048658013436724e-10,4.21622634293174e-07,2011-03-07,2011,3,7
2011-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-08,2011,3,8
2011-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-09,2011,3,9
2011-03-10,0.0,0.0,0.0,5.643401459308038e-13,3.499545374634112e-14,2.434943627233855e-13,3.1515952031722455e-16,2.0920600717941055e-15,4.2725758879080484e-12,1.2103008060863806e-11,0.0,4.778461134603864e-16,7.286551395146468e-16,0.0,3.1844531241788007e-15,1.4721190680478072e-15,1.0753509852732329e-13,2.5335320900199215e-15,1.8270919845757888e-15,1.733857992681162e-11,2011-03-10,2011,3,10
2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-11,2011,3,11
2011-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-12,2011,3,12
2011-03-13,0.0,2.7575839636182792e-09,1.21416914869286e-14,2.0253184983246705e-12,1.4232528255296627e-13,9.062342234897371e-14,9.655656096681957e-16,1.6151038140195964e-15,1.651515284417826e-11,6.093063507368837e-11,6.688304792189121e-15,3.618674506031647e-16,5.946326637912433e-16,9.408875836516858e-09,2.4126279372630478e-15,5.6969569037243535e-15,2.906615187392728e-14,6.312706435987871e-15,4.668824871828775e-15,1.2246234379690069e-08,2011-03-13,2011,3,13
2011-03-14,0.0,1.3589770822443583e-10,5.165926063760031e-17,8.424300066269113e-15,6.090085311288141e-16,2.367626078097145e-16,3.73735483455361e-18,6.019451064873366e-18,7.526684780294121e-14,2.753186064136794e-13,3.287568755276262e-17,1.3076481505610141e-18,2.2056922224971e-18,2.151772711562063e-10,9.000378427483836e-18,2.2755486992842105e-17,9.270897585390571e-17,2.4336079786699137e-17,1.791319555651314e-17,3.5143509942527503e-10,2011-03-14,2011,3,14
2011-03-15,0.0,1.794432077557064e-13,6.05514537790757e-25,4.5727010883026417e-20,1.2183940021137385e-22,5.100069701472506e-22,1.5068877093829282e-26,5.954139335519113e-26,1.2883991587299887e-18,1.4317158521201086e-17,1.5284884542290248e-25,3.66562213519548e-27,9.045062670279435e-27,2.038669343293389e-13,1.1578950780070732e-25,2.71484200190217e-25,7.14052869874899e-23,5.271571476461333e-25,2.939727358936169e-25,3.833257940750419e-13,2011-03-15,2011,3,15
2011-03-16,0.0,1.6795883433293039e-21,1.898662640147335e-33,2.469072629522325e-28,5.552952093562399e-31,1.815637916647911e-30,3.483742196568908e-35,1.5662949348928334e-34,7.917050497674e-27,1.0891244659929474e-25,4.851349518243568e-34,7.383955238183502e-36,1.970590128983713e-35,2.386353780643476e-21,3.204244799568779e-34,7.926904141656394e-34,2.3655261999794144e-31,1.6992840016277652e-33,8.89306643369994e-34,4.066059202990929e-21,2011-03-16,2011,3,16
2011-03-17,0.0,0.0,2.576715843404628e-41,0.0,0.0,0.0,4.68552093218045e-43,3.48436363112394e-42,0.0,0.0,2.998953865386925e-42,9.0329030319825e-44,3.202372671332924e-43,0.0,9.891955618521953e-42,1.5061314482979395e-41,0.0,1.0449944749133742e-40,3.6085388795426824e-41,1.986677007094939e-40,2011-03-17,2011,3,17
2011-03-18,0.0,2.4947614600766655e-25,2.8380203094148816e-40,2.919635092763977e-33,1.7973325677821933e-36,1.730221023814009e-34,9.378634883342743e-43,2.615517967556284e-41,1.5287484782548611e-31,3.6005328948296896e-30,9.200697474500163e-42,1.307152373628305e-43,6.106372422545906e-43,3.470957862891175e-25,8.168259294036277e-41,1.4153814718771433e-40,1.6295872542985684e-35,1.1398962266249361e-39,3.6448504228202515e-40,5.96575688815279e-25,2011-03-18,2011,3,18
2011-03-19,0.0,1.7133223529999805e-28,2.670256950808356e-45,8.418518475848868e-38,3.0474687501540733e-41,2.297151392732088e-40,0.0,2.366017830561678e-46,8.184860878420613e-36,2.9955888206857814e-34,7.369068459863253e-47,0.0,0.0,1.9612734101235924e-28,8.311659508532185e-46,1.378943214621024e-45,1.6884687195695194e-41,1.4111376183156962e-44,4.0936163630401653e-45,3.6745988414056253e-28,2011-03-19,2011,3,19
2011-03-20,0.0,1.9893281253148217e-34,0.0,8.91801638912761e-46,0.0,0.0,0.0,0.0,1.28252241457611e-43,1.0573177680941557e-41,0.0,0.0,0.0,2.1359434374561554e-34,0.0,0.0,0.0,0.0,0.0,4.125271669794194e-34,2011-03-20,2011,3,20
2011-03-21,0.0,3.604061893821603e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90903782937831e-42,0.0,0.0,0.0,0.0,0.0,5.513099723199913e-42,2011-03-21,2011,3,21
2011-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-22,2011,3,22
2011-03-23,0.0,3.436253232780811e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.922876999562944e-43,0.0,0.0,0.0,0.0,0.0,4.028540932737105e-42,2011-03-23,2011,3,23
2011-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-24,2011,3,24
2011-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-25,2011,3,25
2011-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-26,2011,3,26
2011-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-27,2011,3,27
2011-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-28,2011,3,28
2011-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-29,2011,3,29
2011-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-30,2011,3,30
2011-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-31,2011,3,31
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-01,2011,4,1
2011-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-02,2011,4,2
2011-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-03,2011,4,3
2011-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-04,2011,4,4
2011-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-05,2011,4,5
2011-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-06,2011,4,6
2011-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-07,2011,4,7
2011-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-08,2011,4,8
2011-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-09,2011,4,9
2011-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-10,2011,4,10
2011-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-11,2011,4,11
2011-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-12,2011,4,12
2011-04-13,0.0,0.0,0.0,0.0,0.0,4.820265433963107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63625903148677,0.0,0.0,10.456524465449878,2011-04-13,2011,4,13
2011-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-14,2011,4,14
2011-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-15,2011,4,15
2011-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-16,2011,4,16
2011-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-17,2011,4,17
2011-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-18,2011,4,18
2011-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-19,2011,4,19
2011-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-20,2011,4,20
2011-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-21,2011,4,21
2011-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-22,2011,4,22
2011-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-23,2011,4,23
2011-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-24,2011,4,24
2011-04-25,0.0,0.0,1.9758237630253699,3.5422106593498612,1.4394357516707559,3.861381878787409,1.3537714231472564,6.063079124933628,5.440751535115344,0.0,0.0,11.375229804672166,1.096773901647433,0.0,6.8502239863682,1.4443703928720995,0.899829526337945,6.420103875885056,6.476452446360458,58.23943807017298,2011-04-25,2011,4,25
2011-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-26,2011,4,26
2011-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-27,2011,4,27
2011-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-28,2011,4,28
2011-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-29,2011,4,29
2011-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-30,2011,4,30
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-01,2011,5,1
2011-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-02,2011,5,2
2011-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-03,2011,5,3
2011-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-04,2011,5,4
2011-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-05,2011,5,5
2011-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-06,2011,5,6
2011-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-07,2011,5,7
2011-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-08,2011,5,8
