datetime,subcatchment_S42_Bifenthrin,bif_sum,date,year,month,day
2010-03-30,0.1491545247388169,0.1491545247388169,2010-03-30,2010,3,30
2010-03-31,0.26354571264956117,0.26354571264956117,2010-03-31,2010,3,31
2010-04-01,0.0,0.0,2010-04-01,2010,4,1
2010-04-02,0.0,0.0,2010-04-02,2010,4,2
2010-04-03,0.0,0.0,2010-04-03,2010,4,3
2010-04-04,0.04281995345204854,0.04281995345204854,2010-04-04,2010,4,4
2010-04-05,5.954584475909876e-07,5.954584475909876e-07,2010-04-05,2010,4,5
2010-04-06,0.0,0.0,2010-04-06,2010,4,6
2010-04-07,0.0,0.0,2010-04-07,2010,4,7
2010-04-08,0.0,0.0,2010-04-08,2010,4,8
2010-04-09,0.0,0.0,2010-04-09,2010,4,9
2010-04-10,0.0,0.0,2010-04-10,2010,4,10
2010-04-11,13.677923473603615,13.677923473603615,2010-04-11,2010,4,11
2010-04-12,0.0004037205888174209,0.0004037205888174209,2010-04-12,2010,4,12
2010-04-13,4.330673441042894e-09,4.330673441042894e-09,2010-04-13,2010,4,13
2010-04-14,0.0,0.0,2010-04-14,2010,4,14
2010-04-15,0.0,0.0,2010-04-15,2010,4,15
2010-04-16,0.0,0.0,2010-04-16,2010,4,16
2010-04-17,0.0,0.0,2010-04-17,2010,4,17
2010-04-18,0.0,0.0,2010-04-18,2010,4,18
2010-04-19,0.0,0.0,2010-04-19,2010,4,19
2010-04-20,12.381801512147305,12.381801512147305,2010-04-20,2010,4,20
2010-04-21,1.3796405330317976e-07,1.3796405330317976e-07,2010-04-21,2010,4,21
2010-04-22,0.0,0.0,2010-04-22,2010,4,22
2010-04-23,0.0,0.0,2010-04-23,2010,4,23
2010-04-24,0.0,0.0,2010-04-24,2010,4,24
2010-04-25,0.0,0.0,2010-04-25,2010,4,25
2010-04-26,0.0,0.0,2010-04-26,2010,4,26
2010-04-27,3.349753077565843e-10,3.349753077565843e-10,2010-04-27,2010,4,27
2010-04-28,3.04468665460958e-14,3.04468665460958e-14,2010-04-28,2010,4,28
2010-04-29,4.597543213776645e-17,4.597543213776645e-17,2010-04-29,2010,4,29
2010-04-30,0.0,0.0,2010-04-30,2010,4,30
2010-05-01,0.0,0.0,2010-05-01,2010,5,1
2010-05-02,0.0,0.0,2010-05-02,2010,5,2
2010-05-03,0.0,0.0,2010-05-03,2010,5,3
2010-05-04,0.0,0.0,2010-05-04,2010,5,4
2010-05-05,0.0,0.0,2010-05-05,2010,5,5
2010-05-06,0.0,0.0,2010-05-06,2010,5,6
2010-05-07,0.0,0.0,2010-05-07,2010,5,7
2010-05-08,0.0,0.0,2010-05-08,2010,5,8
2010-05-09,0.0,0.0,2010-05-09,2010,5,9
2010-05-10,9.660767495949585,9.660767495949585,2010-05-10,2010,5,10
2010-05-11,0.0,0.0,2010-05-11,2010,5,11
2010-05-12,0.0,0.0,2010-05-12,2010,5,12
2010-05-13,0.0,0.0,2010-05-13,2010,5,13
2010-05-14,0.0,0.0,2010-05-14,2010,5,14
2010-05-15,0.0,0.0,2010-05-15,2010,5,15
2010-05-16,0.0,0.0,2010-05-16,2010,5,16
2010-05-17,0.0,0.0,2010-05-17,2010,5,17
2010-05-18,0.0,0.0,2010-05-18,2010,5,18
2010-05-19,0.0,0.0,2010-05-19,2010,5,19
2010-05-20,0.0,0.0,2010-05-20,2010,5,20
2010-05-21,0.0,0.0,2010-05-21,2010,5,21
2010-05-22,0.0,0.0,2010-05-22,2010,5,22
2010-05-23,0.0,0.0,2010-05-23,2010,5,23
2010-05-24,0.0,0.0,2010-05-24,2010,5,24
2010-05-25,2.8088233734911743,2.8088233734911743,2010-05-25,2010,5,25
2010-05-26,0.00022544648413245114,0.00022544648413245114,2010-05-26,2010,5,26
2010-05-27,0.005194645538633011,0.005194645538633011,2010-05-27,2010,5,27
2010-05-28,0.0,0.0,2010-05-28,2010,5,28
2010-05-29,0.0,0.0,2010-05-29,2010,5,29
2010-05-30,0.0,0.0,2010-05-30,2010,5,30
2010-05-31,0.0,0.0,2010-05-31,2010,5,31
2010-06-01,0.0,0.0,2010-06-01,2010,6,1
2010-06-02,0.0,0.0,2010-06-02,2010,6,2
2010-06-03,0.0,0.0,2010-06-03,2010,6,3
2010-06-04,0.0,0.0,2010-06-04,2010,6,4
2010-06-05,0.0,0.0,2010-06-05,2010,6,5
2010-06-06,0.0,0.0,2010-06-06,2010,6,6
2010-06-07,0.0,0.0,2010-06-07,2010,6,7
2010-06-08,0.0,0.0,2010-06-08,2010,6,8
2010-06-09,0.0,0.0,2010-06-09,2010,6,9
2010-06-10,0.0,0.0,2010-06-10,2010,6,10
2010-06-11,0.0,0.0,2010-06-11,2010,6,11
2010-06-12,0.0,0.0,2010-06-12,2010,6,12
2010-06-13,0.0,0.0,2010-06-13,2010,6,13
2010-06-14,0.0,0.0,2010-06-14,2010,6,14
2010-06-15,0.0,0.0,2010-06-15,2010,6,15
2010-06-16,0.0,0.0,2010-06-16,2010,6,16
2010-06-17,0.0,0.0,2010-06-17,2010,6,17
2010-06-18,0.0,0.0,2010-06-18,2010,6,18
2010-06-19,0.0,0.0,2010-06-19,2010,6,19
2010-06-20,0.0,0.0,2010-06-20,2010,6,20
2010-06-21,0.0,0.0,2010-06-21,2010,6,21
2010-06-22,0.0,0.0,2010-06-22,2010,6,22
2010-06-23,0.0,0.0,2010-06-23,2010,6,23
2010-06-24,0.0,0.0,2010-06-24,2010,6,24
2010-06-25,0.0,0.0,2010-06-25,2010,6,25
2010-06-26,0.0,0.0,2010-06-26,2010,6,26
2010-06-27,0.0,0.0,2010-06-27,2010,6,27
2010-06-28,0.0,0.0,2010-06-28,2010,6,28
2010-06-29,0.0,0.0,2010-06-29,2010,6,29
2010-06-30,0.0,0.0,2010-06-30,2010,6,30
2010-07-01,0.0,0.0,2010-07-01,2010,7,1
2010-07-02,0.0,0.0,2010-07-02,2010,7,2
2010-07-03,0.0,0.0,2010-07-03,2010,7,3
2010-07-04,0.0,0.0,2010-07-04,2010,7,4
2010-07-05,0.0,0.0,2010-07-05,2010,7,5
2010-07-06,0.0,0.0,2010-07-06,2010,7,6
2010-07-07,0.0,0.0,2010-07-07,2010,7,7
2010-07-08,0.0,0.0,2010-07-08,2010,7,8
2010-07-09,0.0,0.0,2010-07-09,2010,7,9
2010-07-10,0.0,0.0,2010-07-10,2010,7,10
2010-07-11,0.0,0.0,2010-07-11,2010,7,11
2010-07-12,0.0,0.0,2010-07-12,2010,7,12
2010-07-13,0.0,0.0,2010-07-13,2010,7,13
2010-07-14,0.0,0.0,2010-07-14,2010,7,14
2010-07-15,0.0,0.0,2010-07-15,2010,7,15
2010-07-16,0.0,0.0,2010-07-16,2010,7,16
2010-07-17,0.0,0.0,2010-07-17,2010,7,17
2010-07-18,0.0,0.0,2010-07-18,2010,7,18
2010-07-19,0.0,0.0,2010-07-19,2010,7,19
2010-07-20,0.0,0.0,2010-07-20,2010,7,20
2010-07-21,0.0,0.0,2010-07-21,2010,7,21
2010-07-22,0.0,0.0,2010-07-22,2010,7,22
2010-07-23,0.0,0.0,2010-07-23,2010,7,23
2010-07-24,0.0,0.0,2010-07-24,2010,7,24
2010-07-25,0.0,0.0,2010-07-25,2010,7,25
2010-07-26,0.0,0.0,2010-07-26,2010,7,26
2010-07-27,0.0,0.0,2010-07-27,2010,7,27
2010-07-28,0.0,0.0,2010-07-28,2010,7,28
2010-07-29,0.0,0.0,2010-07-29,2010,7,29
2010-07-30,0.0,0.0,2010-07-30,2010,7,30
2010-07-31,0.0,0.0,2010-07-31,2010,7,31
2010-08-01,0.0,0.0,2010-08-01,2010,8,1
2010-08-02,0.0,0.0,2010-08-02,2010,8,2
2010-08-03,0.0,0.0,2010-08-03,2010,8,3
2010-08-04,0.0,0.0,2010-08-04,2010,8,4
2010-08-05,0.0,0.0,2010-08-05,2010,8,5
2010-08-06,0.0,0.0,2010-08-06,2010,8,6
2010-08-07,0.0,0.0,2010-08-07,2010,8,7
2010-08-08,0.0,0.0,2010-08-08,2010,8,8
2010-08-09,0.0,0.0,2010-08-09,2010,8,9
2010-08-10,0.0,0.0,2010-08-10,2010,8,10
2010-08-11,0.0,0.0,2010-08-11,2010,8,11
2010-08-12,0.0,0.0,2010-08-12,2010,8,12
2010-08-13,0.0,0.0,2010-08-13,2010,8,13
2010-08-14,0.0,0.0,2010-08-14,2010,8,14
2010-08-15,0.0,0.0,2010-08-15,2010,8,15
2010-08-16,0.0,0.0,2010-08-16,2010,8,16
2010-08-17,0.0,0.0,2010-08-17,2010,8,17
2010-08-18,0.0,0.0,2010-08-18,2010,8,18
2010-08-19,0.0,0.0,2010-08-19,2010,8,19
2010-08-20,0.0,0.0,2010-08-20,2010,8,20
2010-08-21,0.0,0.0,2010-08-21,2010,8,21
2010-08-22,0.0,0.0,2010-08-22,2010,8,22
2010-08-23,0.0,0.0,2010-08-23,2010,8,23
2010-08-24,0.0,0.0,2010-08-24,2010,8,24
2010-08-25,0.0,0.0,2010-08-25,2010,8,25
2010-08-26,0.0,0.0,2010-08-26,2010,8,26
2010-08-27,0.0,0.0,2010-08-27,2010,8,27
2010-08-28,0.0,0.0,2010-08-28,2010,8,28
2010-08-29,0.0,0.0,2010-08-29,2010,8,29
2010-08-30,0.0,0.0,2010-08-30,2010,8,30
2010-08-31,0.0,0.0,2010-08-31,2010,8,31
2010-09-01,0.0,0.0,2010-09-01,2010,9,1
2010-09-02,0.0,0.0,2010-09-02,2010,9,2
2010-09-03,0.0,0.0,2010-09-03,2010,9,3
2010-09-04,0.0,0.0,2010-09-04,2010,9,4
2010-09-05,0.0,0.0,2010-09-05,2010,9,5
2010-09-06,0.0,0.0,2010-09-06,2010,9,6
2010-09-07,0.0,0.0,2010-09-07,2010,9,7
2010-09-08,0.0,0.0,2010-09-08,2010,9,8
2010-09-09,0.0,0.0,2010-09-09,2010,9,9
2010-09-10,0.0,0.0,2010-09-10,2010,9,10
2010-09-11,0.0,0.0,2010-09-11,2010,9,11
2010-09-12,0.0,0.0,2010-09-12,2010,9,12
2010-09-13,0.0,0.0,2010-09-13,2010,9,13
2010-09-14,0.0,0.0,2010-09-14,2010,9,14
2010-09-15,0.0,0.0,2010-09-15,2010,9,15
2010-09-16,0.0,0.0,2010-09-16,2010,9,16
2010-09-17,0.0,0.0,2010-09-17,2010,9,17
2010-09-18,0.0,0.0,2010-09-18,2010,9,18
2010-09-19,0.0,0.0,2010-09-19,2010,9,19
2010-09-20,0.0,0.0,2010-09-20,2010,9,20
2010-09-21,0.0,0.0,2010-09-21,2010,9,21
2010-09-22,0.0,0.0,2010-09-22,2010,9,22
2010-09-23,0.0,0.0,2010-09-23,2010,9,23
2010-09-24,0.0,0.0,2010-09-24,2010,9,24
2010-09-25,0.0,0.0,2010-09-25,2010,9,25
2010-09-26,0.0,0.0,2010-09-26,2010,9,26
2010-09-27,0.0,0.0,2010-09-27,2010,9,27
2010-09-28,0.0,0.0,2010-09-28,2010,9,28
2010-09-29,0.0,0.0,2010-09-29,2010,9,29
2010-09-30,0.0,0.0,2010-09-30,2010,9,30
2010-10-01,0.0,0.0,2010-10-01,2010,10,1
2010-10-02,0.0,0.0,2010-10-02,2010,10,2
2010-10-03,0.0,0.0,2010-10-03,2010,10,3
2010-10-04,0.0,0.0,2010-10-04,2010,10,4
2010-10-05,0.0,0.0,2010-10-05,2010,10,5
2010-10-06,0.0,0.0,2010-10-06,2010,10,6
2010-10-07,0.0,0.0,2010-10-07,2010,10,7
2010-10-08,0.0,0.0,2010-10-08,2010,10,8
2010-10-09,0.0,0.0,2010-10-09,2010,10,9
2010-10-10,0.0,0.0,2010-10-10,2010,10,10
2010-10-11,0.0,0.0,2010-10-11,2010,10,11
2010-10-12,0.0,0.0,2010-10-12,2010,10,12
2010-10-13,0.0,0.0,2010-10-13,2010,10,13
2010-10-14,0.0,0.0,2010-10-14,2010,10,14
2010-10-15,0.0,0.0,2010-10-15,2010,10,15
2010-10-16,0.0,0.0,2010-10-16,2010,10,16
2010-10-17,0.0,0.0,2010-10-17,2010,10,17
2010-10-18,0.0,0.0,2010-10-18,2010,10,18
2010-10-19,0.0,0.0,2010-10-19,2010,10,19
2010-10-20,0.0,0.0,2010-10-20,2010,10,20
2010-10-21,0.0,0.0,2010-10-21,2010,10,21
2010-10-22,0.0,0.0,2010-10-22,2010,10,22
2010-10-23,439.80350422961135,439.80350422961135,2010-10-23,2010,10,23
2010-10-24,0.010628608008868005,0.010628608008868005,2010-10-24,2010,10,24
2010-10-25,5.100004343547937e-15,5.100004343547937e-15,2010-10-25,2010,10,25
2010-10-26,0.0,0.0,2010-10-26,2010,10,26
2010-10-27,0.0,0.0,2010-10-27,2010,10,27
2010-10-28,0.0,0.0,2010-10-28,2010,10,28
2010-10-29,0.0,0.0,2010-10-29,2010,10,29
2010-10-30,0.0,0.0,2010-10-30,2010,10,30
2010-10-31,0.0,0.0,2010-10-31,2010,10,31
2010-11-01,0.0,0.0,2010-11-01,2010,11,1
2010-11-02,0.0,0.0,2010-11-02,2010,11,2
2010-11-03,0.0,0.0,2010-11-03,2010,11,3
2010-11-04,0.0,0.0,2010-11-04,2010,11,4
2010-11-05,0.0,0.0,2010-11-05,2010,11,5
2010-11-06,0.0,0.0,2010-11-06,2010,11,6
2010-11-07,1.2842123594585566,1.2842123594585566,2010-11-07,2010,11,7
2010-11-08,0.0,0.0,2010-11-08,2010,11,8
2010-11-09,0.0,0.0,2010-11-09,2010,11,9
2010-11-10,0.0,0.0,2010-11-10,2010,11,10
2010-11-11,0.0,0.0,2010-11-11,2010,11,11
2010-11-12,0.0,0.0,2010-11-12,2010,11,12
2010-11-13,0.0,0.0,2010-11-13,2010,11,13
2010-11-14,0.0,0.0,2010-11-14,2010,11,14
2010-11-15,0.0,0.0,2010-11-15,2010,11,15
2010-11-16,0.0,0.0,2010-11-16,2010,11,16
2010-11-17,0.0,0.0,2010-11-17,2010,11,17
2010-11-18,0.0,0.0,2010-11-18,2010,11,18
2010-11-19,0.8973895491714119,0.8973895491714119,2010-11-19,2010,11,19
2010-11-20,0.01003322743675291,0.01003322743675291,2010-11-20,2010,11,20
2010-11-21,4.264352382555119e-11,4.264352382555119e-11,2010-11-21,2010,11,21
2010-11-22,7.899853930262739e-14,7.899853930262739e-14,2010-11-22,2010,11,22
2010-11-23,1.6938844768729448e-14,1.6938844768729448e-14,2010-11-23,2010,11,23
2010-11-24,0.0,0.0,2010-11-24,2010,11,24
2010-11-25,0.0,0.0,2010-11-25,2010,11,25
2010-11-26,0.0,0.0,2010-11-26,2010,11,26
2010-11-27,0.8320427305514047,0.8320427305514047,2010-11-27,2010,11,27
2010-11-28,0.0,0.0,2010-11-28,2010,11,28
2010-11-29,0.0,0.0,2010-11-29,2010,11,29
2010-11-30,0.0,0.0,2010-11-30,2010,11,30
2010-12-01,0.0,0.0,2010-12-01,2010,12,1
2010-12-02,0.2128095599730345,0.2128095599730345,2010-12-02,2010,12,2
2010-12-03,0.09744321418148241,0.09744321418148241,2010-12-03,2010,12,3
2010-12-04,1.4528188613020927e-05,1.4528188613020927e-05,2010-12-04,2010,12,4
2010-12-05,2.5727667589436234e-07,2.5727667589436234e-07,2010-12-05,2010,12,5
2010-12-06,2.538164051040074e-15,2.538164051040074e-15,2010-12-06,2010,12,6
2010-12-07,0.0,0.0,2010-12-07,2010,12,7
2010-12-08,8.740918197936029e-21,8.740918197936029e-21,2010-12-08,2010,12,8
2010-12-09,5.424489879133395e-25,5.424489879133395e-25,2010-12-09,2010,12,9
2010-12-10,0.0,0.0,2010-12-10,2010,12,10
2010-12-11,0.0,0.0,2010-12-11,2010,12,11
2010-12-12,0.0,0.0,2010-12-12,2010,12,12
2010-12-13,0.0,0.0,2010-12-13,2010,12,13
2010-12-14,11.76294142263297,11.76294142263297,2010-12-14,2010,12,14
2010-12-15,2.747714638236683e-07,2.747714638236683e-07,2010-12-15,2010,12,15
2010-12-16,0.0,0.0,2010-12-16,2010,12,16
2010-12-17,7.853956075398794e-07,7.853956075398794e-07,2010-12-17,2010,12,17
2010-12-18,2.712871141224774e-14,2.712871141224774e-14,2010-12-18,2010,12,18
2010-12-19,1.0527378870447112e-23,1.0527378870447112e-23,2010-12-19,2010,12,19
2010-12-20,1.1625055064506558e-33,1.1625055064506558e-33,2010-12-20,2010,12,20
2010-12-21,0.0,0.0,2010-12-21,2010,12,21
2010-12-22,1.718213856797975e-39,1.718213856797975e-39,2010-12-22,2010,12,22
2010-12-23,0.0,0.0,2010-12-23,2010,12,23
2010-12-24,0.0,0.0,2010-12-24,2010,12,24
2010-12-25,8.341966357425961e-44,8.341966357425961e-44,2010-12-25,2010,12,25
2010-12-26,0.0,0.0,2010-12-26,2010,12,26
2010-12-27,0.0,0.0,2010-12-27,2010,12,27
2010-12-28,0.0,0.0,2010-12-28,2010,12,28
2010-12-29,0.0,0.0,2010-12-29,2010,12,29
2010-12-30,0.0,0.0,2010-12-30,2010,12,30
2010-12-31,0.0,0.0,2010-12-31,2010,12,31
2011-01-01,0.0,0.0,2011-01-01,2011,1,1
2011-01-02,0.0,0.0,2011-01-02,2011,1,2
2011-01-03,0.0,0.0,2011-01-03,2011,1,3
2011-01-04,0.0,0.0,2011-01-04,2011,1,4
2011-01-05,0.0,0.0,2011-01-05,2011,1,5
2011-01-06,0.0,0.0,2011-01-06,2011,1,6
2011-01-07,0.0,0.0,2011-01-07,2011,1,7
2011-01-08,0.0,0.0,2011-01-08,2011,1,8
2011-01-09,0.0,0.0,2011-01-09,2011,1,9
2011-01-10,0.0,0.0,2011-01-10,2011,1,10
2011-01-11,0.0,0.0,2011-01-11,2011,1,11
2011-01-12,0.0,0.0,2011-01-12,2011,1,12
2011-01-13,2.1902304801485823,2.1902304801485823,2011-01-13,2011,1,13
2011-01-14,0.0,0.0,2011-01-14,2011,1,14
2011-01-15,0.0,0.0,2011-01-15,2011,1,15
2011-01-16,0.0,0.0,2011-01-16,2011,1,16
2011-01-17,0.0,0.0,2011-01-17,2011,1,17
2011-01-18,0.0,0.0,2011-01-18,2011,1,18
2011-01-19,0.0,0.0,2011-01-19,2011,1,19
2011-01-20,0.0,0.0,2011-01-20,2011,1,20
2011-01-21,0.0,0.0,2011-01-21,2011,1,21
2011-01-22,0.0,0.0,2011-01-22,2011,1,22
2011-01-23,0.0,0.0,2011-01-23,2011,1,23
2011-01-24,0.0,0.0,2011-01-24,2011,1,24
2011-01-25,0.0,0.0,2011-01-25,2011,1,25
2011-01-26,0.0,0.0,2011-01-26,2011,1,26
2011-01-27,0.0,0.0,2011-01-27,2011,1,27
2011-01-28,0.0,0.0,2011-01-28,2011,1,28
2011-01-29,0.5524561511233137,0.5524561511233137,2011-01-29,2011,1,29
2011-01-30,22.8037152480216,22.8037152480216,2011-01-30,2011,1,30
2011-01-31,0.0,0.0,2011-01-31,2011,1,31
2011-02-01,0.0,0.0,2011-02-01,2011,2,1
2011-02-02,0.0,0.0,2011-02-02,2011,2,2
2011-02-03,0.0,0.0,2011-02-03,2011,2,3
2011-02-04,0.0,0.0,2011-02-04,2011,2,4
2011-02-05,0.0,0.0,2011-02-05,2011,2,5
2011-02-06,0.0,0.0,2011-02-06,2011,2,6
2011-02-07,0.0,0.0,2011-02-07,2011,2,7
2011-02-08,0.0,0.0,2011-02-08,2011,2,8
2011-02-09,0.0,0.0,2011-02-09,2011,2,9
2011-02-10,0.0,0.0,2011-02-10,2011,2,10
2011-02-11,0.0,0.0,2011-02-11,2011,2,11
2011-02-12,0.0,0.0,2011-02-12,2011,2,12
2011-02-13,0.0,0.0,2011-02-13,2011,2,13
2011-02-14,0.0,0.0,2011-02-14,2011,2,14
2011-02-15,0.0,0.0,2011-02-15,2011,2,15
2011-02-16,114.58503856035634,114.58503856035634,2011-02-16,2011,2,16
2011-02-17,4.432763060025942e-06,4.432763060025942e-06,2011-02-17,2011,2,17
2011-02-18,1.4569161328867806e-15,1.4569161328867806e-15,2011-02-18,2011,2,18
2011-02-19,2.7491488483920835e-22,2.7491488483920835e-22,2011-02-19,2011,2,19
2011-02-20,0.0,0.0,2011-02-20,2011,2,20
2011-02-21,0.0,0.0,2011-02-21,2011,2,21
2011-02-22,0.0,0.0,2011-02-22,2011,2,22
2011-02-23,0.0,0.0,2011-02-23,2011,2,23
2011-02-24,2.6418068038673916,2.6418068038673916,2011-02-24,2011,2,24
2011-02-25,0.006388264592219636,0.006388264592219636,2011-02-25,2011,2,25
2011-02-26,0.0,0.0,2011-02-26,2011,2,26
2011-02-27,0.0,0.0,2011-02-27,2011,2,27
2011-02-28,0.0,0.0,2011-02-28,2011,2,28
2011-03-01,0.0,0.0,2011-03-01,2011,3,1
2011-03-02,0.0,0.0,2011-03-02,2011,3,2
2011-03-03,0.0,0.0,2011-03-03,2011,3,3
2011-03-04,0.0,0.0,2011-03-04,2011,3,4
2011-03-05,0.0,0.0,2011-03-05,2011,3,5
2011-03-06,14.027427336906008,14.027427336906008,2011-03-06,2011,3,6
2011-03-07,4.806585982349722e-10,4.806585982349722e-10,2011-03-07,2011,3,7
2011-03-08,0.0,0.0,2011-03-08,2011,3,8
2011-03-09,0.0,0.0,2011-03-09,2011,3,9
2011-03-10,7.46002424651518e-15,7.46002424651518e-15,2011-03-10,2011,3,10
2011-03-11,0.0,0.0,2011-03-11,2011,3,11
2011-03-12,0.0,0.0,2011-03-12,2011,3,12
2011-03-13,1.9464160214303255e-14,1.9464160214303255e-14,2011-03-13,2011,3,13
2011-03-14,7.688498645272247e-17,7.688498645272247e-17,2011-03-14,2011,3,14
2011-03-15,3.840541755089869e-24,3.840541755089869e-24,2011-03-15,2011,3,15
2011-03-16,1.4233252150900152e-32,1.4233252150900152e-32,2011-03-16,2011,3,16
2011-03-17,0.0,0.0,2011-03-17,2011,3,17
2011-03-18,2.5926182939845193e-38,2.5926182939845193e-38,2011-03-18,2011,3,18
2011-03-19,3.968889184371956e-43,3.968889184371956e-43,2011-03-19,2011,3,19
2011-03-20,0.0,0.0,2011-03-20,2011,3,20
2011-03-21,0.0,0.0,2011-03-21,2011,3,21
2011-03-22,0.0,0.0,2011-03-22,2011,3,22
2011-03-23,0.0,0.0,2011-03-23,2011,3,23
2011-03-24,0.0,0.0,2011-03-24,2011,3,24
2011-03-25,0.0,0.0,2011-03-25,2011,3,25
2011-03-26,0.0,0.0,2011-03-26,2011,3,26
2011-03-27,0.0,0.0,2011-03-27,2011,3,27
2011-03-28,0.0,0.0,2011-03-28,2011,3,28
2011-03-29,0.0,0.0,2011-03-29,2011,3,29
2011-03-30,0.0,0.0,2011-03-30,2011,3,30
2011-03-31,0.0,0.0,2011-03-31,2011,3,31
2011-04-01,0.0,0.0,2011-04-01,2011,4,1
2011-04-02,0.0,0.0,2011-04-02,2011,4,2
2011-04-03,0.0,0.0,2011-04-03,2011,4,3
2011-04-04,0.0,0.0,2011-04-04,2011,4,4
2011-04-05,0.0,0.0,2011-04-05,2011,4,5
2011-04-06,0.0,0.0,2011-04-06,2011,4,6
2011-04-07,0.0,0.0,2011-04-07,2011,4,7
2011-04-08,0.0,0.0,2011-04-08,2011,4,8
2011-04-09,0.0,0.0,2011-04-09,2011,4,9
2011-04-10,0.0,0.0,2011-04-10,2011,4,10
2011-04-11,0.0,0.0,2011-04-11,2011,4,11
2011-04-12,0.0,0.0,2011-04-12,2011,4,12
2011-04-13,0.0,0.0,2011-04-13,2011,4,13
2011-04-14,0.0,0.0,2011-04-14,2011,4,14
2011-04-15,0.0,0.0,2011-04-15,2011,4,15
2011-04-16,0.0,0.0,2011-04-16,2011,4,16
2011-04-17,0.0,0.0,2011-04-17,2011,4,17
2011-04-18,0.0,0.0,2011-04-18,2011,4,18
2011-04-19,0.0,0.0,2011-04-19,2011,4,19
2011-04-20,0.0,0.0,2011-04-20,2011,4,20
2011-04-21,0.0,0.0,2011-04-21,2011,4,21
2011-04-22,0.0,0.0,2011-04-22,2011,4,22
2011-04-23,0.0,0.0,2011-04-23,2011,4,23
2011-04-24,0.0,0.0,2011-04-24,2011,4,24
2011-04-25,4.535126396765044,4.535126396765044,2011-04-25,2011,4,25
2011-04-26,0.0,0.0,2011-04-26,2011,4,26
2011-04-27,0.0,0.0,2011-04-27,2011,4,27
2011-04-28,0.0,0.0,2011-04-28,2011,4,28
2011-04-29,0.0,0.0,2011-04-29,2011,4,29
2011-04-30,0.0,0.0,2011-04-30,2011,4,30
2011-05-01,0.0,0.0,2011-05-01,2011,5,1
2011-05-02,0.0,0.0,2011-05-02,2011,5,2
2011-05-03,0.0,0.0,2011-05-03,2011,5,3
2011-05-04,0.0,0.0,2011-05-04,2011,5,4
2011-05-05,0.0,0.0,2011-05-05,2011,5,5
2011-05-06,0.0,0.0,2011-05-06,2011,5,6
2011-05-07,0.0,0.0,2011-05-07,2011,5,7
2011-05-08,0.0,0.0,2011-05-08,2011,5,8
2011-05-09,2.1863150262238324,2.1863150262238324,2011-05-09,2011,5,9
2011-05-10,0.0,0.0,2011-05-10,2011,5,10
2011-05-11,0.0,0.0,2011-05-11,2011,5,11
2011-05-12,0.0,0.0,2011-05-12,2011,5,12
2011-05-13,0.0,0.0,2011-05-13,2011,5,13
2011-05-14,0.0,0.0,2011-05-14,2011,5,14
2011-05-15,5.398677662757595,5.398677662757595,2011-05-15,2011,5,15
2011-05-16,8.717003049541264e-08,8.717003049541264e-08,2011-05-16,2011,5,16
2011-05-17,3.7989582329935716e-07,3.7989582329935716e-07,2011-05-17,2011,5,17
2011-05-18,4.342113957157408e-09,4.342113957157408e-09,2011-05-18,2011,5,18
2011-05-19,0.0,0.0,2011-05-19,2011,5,19
2011-05-20,0.0,0.0,2011-05-20,2011,5,20
2011-05-21,0.0,0.0,2011-05-21,2011,5,21
2011-05-22,0.0,0.0,2011-05-22,2011,5,22
2011-05-23,0.0,0.0,2011-05-23,2011,5,23
2011-05-24,0.0,0.0,2011-05-24,2011,5,24
2011-05-25,5.215405158375554,5.215405158375554,2011-05-25,2011,5,25
2011-05-26,0.0,0.0,2011-05-26,2011,5,26
2011-05-27,0.0,0.0,2011-05-27,2011,5,27
2011-05-28,0.0,0.0,2011-05-28,2011,5,28
2011-05-29,0.0006795002737264949,0.0006795002737264949,2011-05-29,2011,5,29
2011-05-30,0.0,0.0,2011-05-30,2011,5,30
2011-05-31,0.0,0.0,2011-05-31,2011,5,31
2011-06-01,0.03449736756691764,0.03449736756691764,2011-06-01,2011,6,1
2011-06-02,1.9994932044026464e-06,1.9994932044026464e-06,2011-06-02,2011,6,2
2011-06-03,0.0,0.0,2011-06-03,2011,6,3
2011-06-04,4.757225495659027e-05,4.757225495659027e-05,2011-06-04,2011,6,4
2011-06-05,0.0,0.0,2011-06-05,2011,6,5
2011-06-06,0.0,0.0,2011-06-06,2011,6,6
2011-06-07,0.0,0.0,2011-06-07,2011,6,7
2011-06-08,0.0,0.0,2011-06-08,2011,6,8
2011-06-09,0.0,0.0,2011-06-09,2011,6,9
2011-06-10,0.0,0.0,2011-06-10,2011,6,10
2011-06-11,0.0,0.0,2011-06-11,2011,6,11
2011-06-12,0.0,0.0,2011-06-12,2011,6,12
2011-06-13,0.0,0.0,2011-06-13,2011,6,13
2011-06-14,0.0,0.0,2011-06-14,2011,6,14
2011-06-15,0.0,0.0,2011-06-15,2011,6,15
2011-06-16,0.0,0.0,2011-06-16,2011,6,16
2011-06-17,0.0,0.0,2011-06-17,2011,6,17
2011-06-18,0.0,0.0,2011-06-18,2011,6,18
2011-06-19,0.0,0.0,2011-06-19,2011,6,19
2011-06-20,0.0,0.0,2011-06-20,2011,6,20
2011-06-21,0.0,0.0,2011-06-21,2011,6,21
2011-06-22,0.0,0.0,2011-06-22,2011,6,22
2011-06-23,0.0,0.0,2011-06-23,2011,6,23
