datetime,subcatchment_S53_Bifenthrin,subcatchment_S54_Bifenthrin,subcatchment_S68_Bifenthrin,subcatchment_S70_Bifenthrin,subcatchment_S71_Bifenthrin,subcatchment_S74_Bifenthrin,subcatchment_S75_Bifenthrin,subcatchment_S76_Bifenthrin,subcatchment_S78_Bifenthrin,subcatchment_S79_Bifenthrin,subcatchment_S82_Bifenthrin,subcatchment_S84_Bifenthrin,subcatchment_S85_Bifenthrin,subcatchment_S86_Bifenthrin,subcatchment_S89_Bifenthrin,subcatchment_S91_Bifenthrin,subcatchment_S92_Bifenthrin,subcatchment_S93_Bifenthrin,subcatchment_S94_Bifenthrin,subcatchment_S95_Bifenthrin,subcatchment_S96_Bifenthrin,subcatchment_S97_Bifenthrin,subcatchment_S98_Bifenthrin,subcatchment_S99_Bifenthrin,subcatchment_S102_Bifenthrin,subcatchment_S103_Bifenthrin,subcatchment_S101_Bifenthrin,subcatchment_S108_Bifenthrin,bif_sum,date,year,month,day
2010-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-05,2010,1,5
2010-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-06,2010,1,6
2010-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-07,2010,1,7
2010-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.3333004622584168,0.0,0.0,0.0,1.2454743715049152,0.8227871255860529,0.0,1.1866689475058612,0.0,0.0,1.1630047804540324,0.34172987025843676,0.43845539355151386,0.0,0.36568165372826045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89710260484749,2010-01-08,2010,1,8
2010-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-09,2010,1,9
2010-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-10,2010,1,10
2010-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-11,2010,1,11
2010-01-12,0.9643752465985747,2.8663082453780406,2.792211695224642,1.040065103681404,1.0888224791596897,2.328759402666814,1.82932049974145,2.639569215445944,3.253907940872029,2.286003925524016,1.0428704337796355,12.0962701353638,3.066728786174719,14.707451081604615,2.6525403681011164,3.04238330031947,0.9028052828512878,0.9553001495007718,1.7932837569189533,2.836594697818068,11.530907312417316,2.5879672440219768,2.332673866427567,2.2736564893012106,2.497669149525036,3.604767904753772,3.1694730587735167,2.786003237312894,94.96869000925834,2010-01-12,2010,1,12
2010-01-13,0.001977993933883042,8.586593160889863e-07,1.768517189977061e-06,0.06702819726413733,0.0004592927371291008,0.00026735170522021315,0.0022540352812349283,0.020456141923187097,8.504078205558819e-07,0.002163738599048669,2.863493575204644e-07,7.647067452976994e-06,7.039847456033133e-07,1.7253913932334075e-07,1.1342748891298784e-05,9.382604598893838e-07,1.4221000991481297e-06,0.0003315135786535263,0.0001161874960459933,6.006825066681869e-07,0.000106097805516645,0.010239152613394894,0.0013495509313109142,0.0020158998166743113,0.004056325482722357,8.670872108506153e-07,7.763039571963371e-07,5.261663593721468e-06,0.11285497553989984,2010-01-13,2010,1,13
2010-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-14,2010,1,14
2010-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-15,2010,1,15
2010-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-16,2010,1,16
2010-01-17,4.651570329826025e-06,6.014916265040542e-11,4.5175988900060605e-11,0.0043772146029969275,3.8372249349997506e-07,5.754541628209267e-07,2.6559381956755264e-05,8.420113753067592e-05,1.2027842039431706e-11,2.760988670163423e-06,2.5658866431567303e-11,4.385841582377249e-08,4.499061401539619e-12,1.8480877218930344e-11,6.933685205941047e-09,5.36976051955019e-11,7.83641528564693e-10,1.6626729844042122e-06,1.9092491026247594e-07,2.929519043198203e-12,3.0871709085611193e-07,3.0981011659892765e-05,1.3289343806456393e-06,2.5924143947581176e-06,7.523920056819192e-06,3.1229801302488166e-12,9.906368747065983e-12,1.8144559234093884e-09,0.004540989079465062,2010-01-17,2010,1,17
2010-01-18,5.5596984402917845e-11,7.469733205656081e-19,4.43966606830969e-18,5.239251530523025e-06,3.159303420874007e-13,3.675811816758976e-14,2.822279712367969e-11,4.068930367367706e-09,9.863076401112169e-20,8.999074177667274e-12,3.391044775713705e-19,9.267152682282928e-16,3.050653564048055e-20,2.6010686492390665e-19,6.411422998632975e-17,6.299637142872901e-19,6.573185218597841e-18,1.1665936055213133e-12,7.646726630472032e-15,1.81990012911331e-20,7.980497862951894e-14,9.075090784188673e-10,1.7191066257950195e-12,7.33235765273666e-12,5.3582605949268486e-11,1.9303640412302025e-20,7.866998086134542e-20,3.7697722533021623e-17,5.244385030670277e-06,2010-01-18,2010,1,18
2010-01-19,5.469652173658297e-15,3.547778201815848e-28,5.812655793262474e-27,2.672962616728354e-09,8.656505109207955e-19,2.4694010349991594e-21,1.0431681225302533e-15,1.7418946555284332e-12,2.2062290360147068e-29,2.149634635764773e-16,2.0104458063435117e-28,4.9360414799912957e-23,5.700670356585291e-30,1.965004401243487e-28,1.0763766348152318e-24,2.1413887272159406e-28,9.943271834442914e-26,1.4763137552968573e-19,3.7317573890516973e-22,3.012798829938194e-30,6.687322157099222e-21,1.89199046904652e-13,1.0647369550327977e-17,1.749274386199154e-16,3.444332267403085e-15,3.888435873402291e-30,1.5907047588506384e-29,1.0809947419384494e-25,2.674904069144485e-09,2010-01-19,2010,1,19
2010-01-20,1.1472740424447953e-22,3.303832786069713e-38,9.814598493104386e-37,2.5757714143519157e-13,1.9532477044511485e-27,1.8481058813889025e-30,9.774750993918547e-24,1.1989607823876249e-19,1.6133449712243264e-39,8.518168624221638e-25,1.6993165231220906e-38,2.3568322714374518e-32,3.418509937494721e-40,1.5525660037092467e-38,3.0419553337437675e-34,2.0576452214061315e-38,1.7873109641561112e-35,2.4487872043554137e-28,1.7091212849262256e-31,1.5846962873199902e-40,6.077040268607184e-30,7.961795970964978e-21,2.143079438227371e-26,6.288958137033196e-25,3.603358888263056e-23,2.5284551882169985e-40,1.0522644385946731e-39,2.238184151557177e-35,2.575772694551059e-13,2010-01-20,2010,1,20
2010-01-21,1.0073456873014953e-27,3.1243409557264985e-45,2.1034382700800564e-43,3.6399873608014727e-17,6.364016721780682e-33,1.769958901287564e-36,8.773009536423183e-29,2.4124334274050827e-23,2.9655097441452336e-47,6.27855721715569e-30,1.872791955484299e-45,7.600150064038798e-38,0.0,1.8634325980679654e-45,1.2657991978034373e-40,1.6154474046487898e-45,9.462680426812258e-42,1.1826368816338315e-33,1.3615449612883026e-37,0.0,1.4936425494170487e-35,1.897226295363732e-25,1.3459411623015212e-31,4.462518770652967e-30,3.0071754303722906e-28,0.0,0.0,7.916693936983052e-42,3.6399897923478305e-17,2010-01-21,2010,1,21
2010-01-22,1.7242361271134546e-32,0.0,0.0,3.1808423035163737e-21,7.822268153091233e-38,1.7972089343946073e-41,1.3305505192707788e-33,4.56599640165785e-28,0.0,8.1945765930716e-35,0.0,6.959512207312513e-43,0.0,0.0,1.0230493790606901e-45,0.0,6.010985340337436e-47,1.4916771667278448e-38,1.2883704955754025e-42,0.0,1.538297016525188e-40,3.17297895040281e-30,1.7762461291649126e-36,5.717755999097902e-35,4.3879026653563476e-33,0.0,0.0,4.965739948819133e-47,3.1808427633120946e-21,2010-01-22,2010,1,22
2010-01-23,4.024972408819176e-35,0.0,0.0,0.0,3.389999982842649e-41,1.7917103227513462e-45,2.031194229852768e-36,4.629361132222579e-30,0.0,9.495152814475852e-38,0.0,6.239439633729129e-47,0.0,0.0,0.0,0.0,0.0,4.513745994952243e-42,7.378574893954055e-47,0.0,2.575860432794548e-44,1.8158220155369359e-32,1.0403476116592103e-39,6.277017426530505e-38,8.63166100819035e-36,0.0,0.0,0.0,4.647570423757766e-30,2010-01-23,2010,1,23
2010-01-24,4.98135083320251e-37,0.0,0.0,0.0,1.7016430887682847e-43,3.627550858765886e-48,1.407612114658401e-38,2.0261260874368231e-32,0.0,8.165983468197838e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.001797487497601e-44,0.0,0.0,1.9057752555535813e-46,2.2145750669749806e-34,6.589841858200048e-42,5.3925125208747115e-40,3.528244179257908e-38,0.0,0.0,0.0,2.0483267237371807e-32,2010-01-24,2010,1,24
2010-01-25,1.9125980356972674e-38,0.0,0.0,3.7668707680528507e-22,2.778590427284743e-45,0.0,2.805256683786121e-40,3.969718077661817e-32,0.0,1.9390631564516136e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4590703964803138e-46,0.0,0.0,0.0,2.668317754991266e-35,1.2651754015296374e-43,1.2887245416620495e-41,4.018673247963504e-39,0.0,0.0,0.0,3.7668707684500893e-22,2010-01-25,2010,1,25
2010-01-26,7.185707018235506e-46,0.0,0.0,4.665998342920372e-27,0.0,0.0,3.014453956326471e-48,4.1264520094009466e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.706024930386758e-42,0.0,0.0,4.592035472071502e-47,0.0,0.0,0.0,4.665998342961639e-27,2010-01-26,2010,1,26
2010-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-27,2010,1,27
2010-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-28,2010,1,28
2010-01-29,6.60259414992053e-49,0.0,0.0,2.0480975127286073e-27,0.0,0.0,0.0,1.9988303433933465e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5767612369709324e-45,0.0,0.0,0.0,0.0,0.0,0.0,2.048097512728807e-27,2010-01-29,2010,1,29
2010-01-30,0.0,0.0,0.0,8.678951816909409e-28,0.0,0.0,0.0,8.189183830827566e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4506568536828835e-45,0.0,0.0,0.0,0.0,0.0,0.0,8.678951816910228e-28,2010-01-30,2010,1,30
2010-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-31,2010,1,31
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-01,2010,2,1
2010-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-02,2010,2,2
2010-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-03,2010,2,3
2010-02-04,0.0,0.0,0.0,4.900702060884257e-27,0.0,0.0,0.0,3.4808820073266644e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.742295479753498e-45,0.0,0.0,0.0,0.0,0.0,0.0,4.900702060884605e-27,2010-02-04,2010,2,4
2010-02-05,0.0,0.0,0.0,3.0892279601311435e-29,0.0,0.0,0.0,1.83472134802805e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.683340718895274e-47,0.0,0.0,0.0,0.0,0.0,0.0,3.089227960131327e-29,2010-02-05,2010,2,5
2010-02-06,0.0,0.0,0.0,3.050643379607685e-30,0.0,0.0,0.0,7.397092238321081e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.050643379607759e-30,2010-02-06,2010,2,6
2010-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-07,2010,2,7
2010-02-08,0.0,0.0,0.0,5.932817988255338e-33,0.0,0.0,0.0,3.5983647632236126e-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9328179882553414e-33,2010-02-08,2010,2,8
2010-02-09,0.0,0.0,0.0,9.397043750385046e-33,0.0,0.0,0.0,1.5951170485807963e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.397043750385063e-33,2010-02-09,2010,2,9
2010-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-10,2010,2,10
2010-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-11,2010,2,11
2010-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-12,2010,2,12
2010-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-13,2010,2,13
2010-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-14,2010,2,14
2010-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-15,2010,2,15
2010-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-16,2010,2,16
2010-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-17,2010,2,17
2010-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-18,2010,2,18
2010-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-19,2010,2,19
2010-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-20,2010,2,20
2010-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-21,2010,2,21
2010-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-22,2010,2,22
2010-02-23,1.3879545294795685,6.596351652253783,7.027441096964564,3.1019939729428754,2.0886691072644137,4.82780159017346,26.134067053358052,3.287740283853687,7.752734800752877,4.5304687263046235,57.399298576610775,24.83540895472483,7.353185407524354,47.7202958626187,5.778173395463703,7.091022491373341,44.49283510751018,27.680399175712527,43.84372962448277,80.76653400054427,29.87808094647445,3.5552637039734254,4.425610773121309,4.590839832050657,4.427319584735391,9.295387781711213,7.534021719990446,6.8168499601725845,484.21947971214286,2010-02-23,2010,2,23
2010-02-24,0.0006252170973310005,0.0018350288729844734,0.0021128619313909927,0.0033317215198300646,0.0012556520785892396,0.002616995003324712,0.0009973752397846017,0.002498363688611266,0.001731371466843022,0.002632500458768662,0.0014539960414671248,0.0016039960929828563,0.0015142327458126013,0.0012602515701844647,0.0022881516867825804,0.0018903495966980971,0.001655958466599344,0.0018420599073861385,0.0020572375985814725,0.0013617710089242174,0.001949057467964662,0.0021485594937256194,0.002840067619484223,0.0025816614768679894,0.003124883463157746,0.0018318781662461842,0.001668414206396844,0.0023615103063474876,0.05507112427306768,2010-02-24,2010,2,24
2010-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-25,2010,2,25
2010-02-26,1.8048173300666819e-06,5.291807473024817e-10,1.3646914269422747e-09,0.0003211720446112618,1.799939569904299e-07,3.4919787326320435e-08,1.8215500549773565e-06,1.7128647854590896e-05,1.8302125854034262e-10,1.1456004243737314e-06,4.315881902933827e-10,5.139310224012285e-07,5.5363994244523444e-11,4.0352562335997185e-10,5.226705139653491e-09,5.18265969448305e-10,2.5890863284376264e-09,1.9114337226336346e-07,1.4936284673308114e-08,2.9969502766049734e-11,2.6212999651183204e-08,1.0493951595333125e-05,5.888679701345724e-07,1.0482044731599313e-06,3.1817352261551066e-06,4.367462290477939e-11,1.6117159051234833e-10,3.0022861660359703e-09,0.0003593610954939195,2010-02-26,2010,2,26
2010-02-27,3.441175759941202e-08,1.6434184138830565e-12,3.963804848081833e-12,1.134151028076501e-05,2.0941607628795437e-09,2.141900781926659e-10,5.18462818963999e-08,6.411114790566974e-07,3.8744997199456926e-13,3.268002490303015e-08,1.5609039418166612e-12,1.6947344361909644e-10,1.0488342102920745e-13,1.6532807373610997e-12,2.394230888019556e-11,1.4499551129980867e-12,1.4974925966599818e-11,1.6570208798190293e-09,1.055813685247897e-10,5.53679076826697e-14,1.4187692268250432e-10,2.646522370712825e-07,9.083040790687026e-09,2.6611514773614478e-08,6.139744122400905e-08,6.819510663851722e-14,3.518563219048244e-13,1.0852743080228978e-11,1.2467747370629569e-05,2010-02-27,2010,2,27
2010-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-28,2010,2,28
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-01,2010,3,1
2010-03-02,7.973809945319881e-11,1.045186481589922e-19,7.686624355964721e-19,9.523129165800183e-08,7.388530560374717e-13,6.285693423885893e-15,3.19854892043261e-11,1.5393070968677946e-09,8.73902129855593e-21,1.1130472568003593e-11,7.944482190398409e-20,2.188773067802389e-15,1.2196952639363192e-21,8.045830715762607e-20,1.5296639950428824e-16,9.655570762329205e-20,3.15448568444083e-17,6.266329283677686e-13,1.2902359659973274e-15,4.718204608798269e-22,3.7155064131787294e-14,1.0960835661124184e-09,4.832838975196175e-12,9.01622488420141e-12,1.01349332495472e-10,7.258043173201492e-22,6.185422940322815e-21,5.4575717086679865e-17,9.810614742454739e-08,2010-03-02,2010,3,2
2010-03-03,1.1067179739487574e-13,3.0860316259731188e-24,8.293480107805707e-23,2.134739643629854e-08,4.668832365003831e-17,1.0401210088917113e-18,4.707410367427743e-15,1.3486622396790617e-11,2.0604609645775856e-25,4.2869294883418835e-15,2.7189734880374498e-24,6.918091178038961e-21,2.4468490345055094e-26,2.4125920233073643e-24,8.743133212323919e-21,2.597742009136657e-24,9.310353325025199e-22,9.6733751559047e-18,1.4683654873044125e-19,9.603098806088298e-27,2.702316948313825e-19,2.4315032010292446e-12,4.458234952706276e-16,3.276299175703397e-15,1.1582756133876002e-13,1.3131913014032352e-26,1.4798117541624137e-25,1.8560602884901825e-21,2.136355383555505e-08,2010-03-03,2010,3,3
2010-03-04,1.6081345557346665e-20,4.432843288488812e-34,2.8539273721128817e-32,0.0,1.2485270238396346e-24,1.7578212626776686e-27,3.744006785864521e-22,0.0,1.0631211286861233e-35,2.1609567067296604e-22,3.6560624579512027e-34,2.9379040540576845e-28,7.597896123385454e-37,4.145960440662173e-34,3.649855697601133e-30,4.423457751732124e-34,4.502023893977272e-31,2.8961367776034414e-25,1.7669539570322299e-28,2.1713446360218876e-37,5.069380360599228e-27,0.0,1.4862223654725663e-23,1.5200447295531757e-22,8.361617363839966e-21,2.574272434185382e-37,7.161370517185616e-36,1.0214245349531662e-30,2.5201871410596825e-20,2010-03-04,2010,3,4
2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-05,2010,3,5
2010-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-06,2010,3,6
2010-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-07,2010,3,7
2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-08,2010,3,8
2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-09,2010,3,9
2010-03-10,0.10935926553636854,0.5610221967918481,0.5741451862810725,0.2689975670303903,0.16539862129927155,0.3595175886148111,0.20116629885747792,0.2029107345430868,0.6614831785611267,0.3249654605124041,0.4862121581656543,2.9979412345719814,0.6256896361622007,0.4377123195688231,0.48326995670255846,0.5987562010638425,0.38783289194988335,3.3201776051460103,0.3638989300884009,0.6197771235770272,3.7656095764359088,0.2165007575099732,0.33165407256616164,0.32699199471302764,0.3221907186605828,0.7877483172943257,0.6434528819919528,0.5143109767554426,20.658693450951617,2010-03-10,2010,3,10
2010-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-11,2010,3,11
2010-03-12,0.03354504971921796,0.002280972674119105,0.0057685445376676895,0.0389502498744254,0.024261555464415396,0.03359986067852787,0.04738782517803457,0.14757323444130438,0.0016706822268440654,0.07571736103793125,0.0016908383024064968,0.01272785776030941,0.0009991523596212103,0.001422389001783825,0.01185948053313925,0.0025459722378040235,0.006216407202949567,0.033688735439799326,0.024093355609649817,0.000823668041412223,0.02699122113476027,0.10880372728266303,0.0678824131096035,0.07678113989994177,0.09975481938754861,0.0012773445930587392,0.0013518606547040669,0.0073796338961974114,0.8970453522798402,2010-03-12,2010,3,12
2010-03-13,0.0,2.3947075514869833e-10,0.0,0.0,0.0,0.0,0.0,0.0,3.663303649046634e-10,0.0,0.0,0.0,1.9421458392118122e-10,0.0,0.0,2.5707902434701867e-10,0.0,0.0,0.0,1.5192776404194347e-10,0.0,0.0,0.0,0.0,0.0,3.6453296824211363e-10,2.9193980634621555e-10,0.0,1.8654952669518345e-09,2010-03-13,2010,3,13
2010-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-14,2010,3,14
2010-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-15,2010,3,15
